"","date","titles","Views_final"
"2773",2017-12-28,"ORION LVW 8mm superwide",163
"2774",2017-12-28,"Inexpensive Bino Pairs",258
"2775",2017-12-28,"Antares 10mm Plossl, 0.965"" - Like New",110
"2776",2017-12-28,"WTB Sears HM 12.5mm (silver colored)",113
"2777",2017-12-28,"TeleVue 19mm Panoptic",173
"2778",2017-12-28,"Agena SWA 38mm, Agena SWA 32mm, Meade 56mm Plossl",234
"2779",2017-12-28,"Meade 1.25"" 9mm illuminated reticle plossl cable style",99
"2780",2017-12-27,"Legendary Televue 22mm Panoptic",367
"2781",2017-12-27,"Sirius 25mm Plossl and Meade 4000 9.7mm plossl",124
"2782",2017-12-27,"Baader Hyperion Aspheric Eyepiece",353
"2783",2017-12-27,"TeleVue Smooth Side 17 mm Plossl",157
"2784",2017-12-27,"Vixen LV Eyepieces",118
"2785",2017-12-27,"4mm Made in Japan ortho in pair",140
"2786",2017-12-27,"Celestron Luminos 15mm 82 Degree eyepiece",124
"2787",2017-12-27,"Explore Scientific Maxvision 2 inch 40mm 68 degree FOV",192
"2788",2017-12-27,"Tele Vue 3-6mm Nagler Zoom Eyepiece",64
"2789",2017-12-27,"Vixen/Orion 8mm Lanthanum",189
"2790",2017-12-27,"celestron 26mm ploss 1 1/4¨",123
"2791",2017-12-27,"Orion Sirius Plossl - 20mm & 12.5mm",86
"2792",2017-12-26,"Celestron 32mm Plossl 1.25"" #93345 - Halloween",139
"2793",2017-12-26,"Vixen 3720 36.4mm to 1.25"" adapter",110
"2794",2017-12-26,"Pentax SMC XL 14",144
"2795",2017-12-25,"Looking for 13 mm Ethos",82
"2796",2017-12-25,"Vintage celestron 40mm volcano top Keller!",224
"2797",2017-12-25,".965 grab bag",299
"2798",2017-12-25,"3 celestron eyepieces",280
"2799",2017-12-24,"Pair of Bresser 26mm Super Plossls",135
"2800",2017-12-24,"Tele Vue 2x Powermate 2-inch",134
"2801",2017-12-24,"Complete 2"" Visual Kit: ES100, Lumicon, Pelican Case...",530
"2802",2017-12-23,"**SALE** L-O-A 21mm 3D eyepieces",402
"2803",2017-12-23,"BST 9mm Planetary EP",320
"2804",2017-12-23,"Edmund 8mm RKE Eyepiece",627
"2805",2017-12-23,"TeleVue 2""-1.25"" adapter",144
"2806",2017-12-23,"WANTED: UNIVERSITY OPTICS MK-70 40MM KONIG",97
"2807",2017-12-23,"Televue, Orion, Meade & Celestron Eyepieces",1054
"2808",2017-12-23,"WTB- ES 34 mm 68 degree eyepiece",89
"2809",2017-12-22,"Meade 4000 20mm Super Plossl Smoothie *REDUCED*",223
"2810",2017-12-22,"Wanted: ENVIS 1x objective lens for C-mounted PVS-7 Night Vision Goggles",78
"2811",2017-12-22,"Televue 16 T5 Nagler Mint",213
"2812",2017-12-22,"Edmund RKE 21.5mm",134
"2813",2017-12-22,"Celestron 1.25 in eyepiece kit_94303_REDUCED",264
"2814",2017-12-22,"17mm AND 26 mm  NAGLER",108
"2815",2017-12-22,"Televue 18 mm",206
"2816",2017-12-22,"8mm and 18mm Celestron X-Cel 1.25” w/ED glass",203
"2817",2017-12-22,"Bino Pair of 1.25” x 10mm Celestron X-Cel w/ED glass",150
"2818",2017-12-22,"Astrodon Gen2 LRGBHa 65mm Squaure filter E-Series",112
"2819",2017-12-21,"Pentax XW 20mm EP Excellent!",154
"2820",2017-12-21,"Tele Vue 2-4 mm eyepiece",197
"2821",2017-12-21,"HOLIDAY SPECIAL - 1.25"" Sirius 40mm Plossl - Fully Coated",193
"2822",2017-12-21,"EXPLORE SCIENTIFIC 18mm -------2""  / 82 degree EP",206
"2823",2017-12-20,"Carl Zeiss 25mm APO eyepiece *PRECHRISTMAS LOW PRICE*",262
"2824",2017-12-20,"Celestron Omni 32mm",149
"2825",2017-12-20,"Celestron X-cel Lx 18mm",176
"2826",2017-12-20,"Looking for Pentax SMC O-12 Eyepiece",69
"2827",2017-12-20,"WTB 6mm Delos",82
"2828",2017-12-19,"Pentax XW 10mm EP Excellent!",230
"2829",2017-12-19,"Plossel eyepieces ** reduced price ** CONUS preferred",475
"2830",2017-12-19,"All I Want for X-Mas Is a 1.25"" 25mm Unitron Eyepiece",141
"2831",2017-12-19,"Leica ASPH 25-50X Zoom SET",198
"2832",2017-12-19,"Vintage Celestron 25mm Ortho - Japan",227
"2833",2017-12-19,"Nagler 22mm Type4",159
"2834",2017-12-19,"Meade 24mm UWA 2""",214
"2835",2017-12-18,"Orion Eyepieces 25mm & 10mm -- REDUCED!!",169
"2836",2017-12-18,"25mm & 32mm Televue plossels",151
"2837",2017-12-18,"Polarex eyepieces set of 3 Ortho 0.965"" eyepieces",250
"2838",2017-12-18,"Unitron eyepieces set of 3 Ortho 0.965"" eyepieces",201
"2839",2017-12-18,"Unitron Monochro. 40mm eyepiece 1.25""",199
"2840",2017-12-18,"Polarex Monochro. 40mm eyepiece 1.25""",168
"2841",2017-12-18,"Tele Vue Nagler 3mm-6mm zoom",85
"2842",2017-12-18,"Meade 5000 SWA 24mm 68 Degree EP In Box",196
"2843",2017-12-18,"package deal",559
"2844",2017-12-18,"Televue Nagler 4.8mm",395
"2845",2017-12-18,"Televue Nagler 9mm 2-inch barrel",324
"2846",2017-12-18,"MEADE 30MM 2"" UWA SERIES 5000",193
"2847",2017-12-18,"Various Orion/Celestron Eyepieces - 10.00 each shipped in USA",474
"2848",2017-12-18,"Orion Expanse Eyepiece Set  <U+2606>REDUCED<U+2606>",326
"2849",2017-12-17,"Tele Vue Ethos 21mm",246
"2850",2017-12-17,"3 vintage .965 eyepieces",217
"2851",2017-12-17,"Tele Vue 22mm Nagler Type 4 Eye Piece",111
"2852",2017-12-17,"WTB: Micro Guide Eyepiece",77
"2853",2017-12-16,"1.25"" Brass eyepiece",166
"2854",2017-12-16,"Meade 5000 24mm UWA 2"" eyepiece",232
"2855",2017-12-16,"2"" Tele Vue 40mm Wide Field Smoothie - JAPAN - Circle NJ",152
"2856",2017-12-16,"Meade 40 mm SWA",206
"2857",2017-12-16,"Celestron Deluxe 6.5-18mm Zoom (Japan)",236
"2858",2017-12-16,"Meade Super Plossl 32mm (Japan) 5 Element Eyepiece",211
"2859",2017-12-15,"Lot of Japanese 0.965"" eyepieces",401
"2860",2017-12-15,"Wanted - University Optics 12mm KONIG Eyepiece",88
"2861",2017-12-15,"Televue Paracorr Newer Type 1 With Tunable Top",229
"2862",2017-12-14,"Takahashi NP-12 eyepiece",210
"2863",2017-12-14,"Plossls 15 20 32",208
"2864",2017-12-14,"TAK LE 12.5",211
"2865",2017-12-14,"Televue Delos 10mm",152
"2866",2017-12-14,"WANTED Sirius Mars 2003 filter",152
"2867",2017-12-14,"Takahashi LE 5mm",148
"2868",2017-12-13,"2"" 35mm Erfle w/military optics",293
"2869",2017-12-13,"Tele Vue 3.5 Nagler Type 6 Eyepiece",251
"2870",2017-12-13,"Astro-Physics SPL060 6mm Super Planetary",307
"2871",2017-12-13,"Celestron 25mm & Highpoint 15mm Plossls",138
"2872",2017-12-12,"Tele Vue Ethos 6mm",155
"2873",2017-12-12,"Takahashi camera adapter TS-001",66
"2874",2017-12-12,"Explore Scientific 14mm 100 Degree Series Eyepiece",360
"2875",2017-12-12,"Celestron Ultima 30mm - very nice",334
"2876",2017-12-12,"Tele Vue 13mm Ethos eyepiece — SOLD!,",420
"2877",2017-12-12,"2 to 1.25 adapter w/T-thread",162
"2878",2017-12-12,"Astro Optical HE-Or 4mm GES Illuminated X-hair ep",144
"2879",2017-12-12,"Vixen GA-4 Illuminated Guiding Diagonal",137
"2880",2017-12-12,"Takahashi camera adapter (TS-001) Reduced",176
"2881",2017-12-12,"Two vintage .965 EP's",259
"2882",2017-12-12,"LIKE NEW Nagler 26mm Type 5 with caps, bolt case",296
"2883",2017-12-11,"Celestron lighted reticle Ortho EP",170
"2884",2017-12-11,"Meade Super Plossl Set",252
"2885",2017-12-11,"Siebert 19mm ultrawide Bino-pair",190
"2886",2017-12-11,"GSO 50mm SuperView 2 inch",153
"2887",2017-12-11,"Intes Micro eyepieces",233
"2888",2017-12-11,"Vixen 1.25"" Erect Image adapter (Reduced)",133
"2889",2017-12-10,"Mizar porro prism (erect image) (Reduced)",156
"2890",2017-12-10,"Wanted 8.8mm E/S or Meade",117
"2891",2017-12-10,"Televue Ethos 21mm Mint!",301
"2892",2017-12-10,"Televue Nagler 9mm Type 6[Free Shipping]",322
"2893",2017-12-10,"1.25"" Celestron Eyepiece Kit -- Price Reduced!",170
"2894",2017-12-10,"Televue 15mm Plossl",190
"2895",2017-12-10,"Televue Nagler 31mm eyepiece",358
"2896",2017-12-10,"Unbranded 20mm Plossl Eye Piece",137
"2897",2017-12-10,"Meade 12mm MA Astrometric Eyepiece",91
"2898",2017-12-10,"Meade UWA 8.8mm eyepiece",230
"2899",2017-12-10,"Televue Ethos 13mm",232
"2900",2017-12-10,"New Orion Plossl 10mm",100
"2901",2017-12-10,"Volcano Kellner 1.25"" EP Set - 3x - 40mm/25mm/12mm",159
"2902",2017-12-10,"Orion Highlight Plossl Set - 26/17/10/7.5 - $80 Shipped",121
"2903",2017-12-09,"Tak 3.6mm Hi-LE",211
"2904",2017-12-09,"12mm Astrotech/agena dual guider",76
"2905",2017-12-09,"3x Celestron Halloween Plossl Set - 26mm, 20mm, 17mm",232
"2906",2017-12-09,"Orion 12mm K Illuminated EP w/Rigel PulseGuide",105
"2907",2017-12-09,"ES 14mm 100° or Ethos 13mm Televue",89
"2908",2017-12-09,"Nagler 3 to 6 Zoom",154
"2909",2017-12-09,"Modified Meade 56mm Super Plossl",273
"2910",2017-12-09,"Televue 4mm Radian",128
"2911",2017-12-09,"Televue Circle NJ Plossls 7.4mm, 13mm, and 1.8x Barlow",357
"2912",2017-12-09,"Lunt Zoom eyepeice",308
"2913",2017-12-09,"Televue Paracorr 2 BNIB!",207
"2914",2017-12-09,"Nice 25mm 55+ degree eyepiece with adjustable relief",153
"2915",2017-12-09,"Dustcaps for .965 eyepieces & accessories.",66
"2916",2017-12-09,"Televue Circle NJ 40mm Plossl $35",244
"2917",2017-12-09,"Baader Laser Colli (1st Gen)",115
"2918",2017-12-09,"University Optics Orthos",186
"2919",2017-12-09,"GSO 15 mm plossl eyepiece 1.25 inch barrel",136
"2920",2017-12-09,"Meade 1.25 inch Super Plossl eyepieces",394
"2921",2017-12-08,"Celestron 1.25 inch Plossl eyepieces",326
"2922",2017-12-08,"Naglers - 16mm, 11mm, 9mm, 2.5mm - all nice",671
"2923",2017-12-08,"Leica 25-50x ASPH Zoom Eyepiece with 1.25""/2"" adapter",258
"2924",2017-12-08,"1.25"" University 16mm Konig - JAPAN Circle T",195
"2925",2017-12-08,"Explore Scientific 14mm 82 degree eyepiece",245
"2926",2017-12-08,"TV 22MM panoptic",236
"2927",2017-12-07,"Carl Zeiss 0-16 Orthoscopic Eyepiece",249
"2928",2017-12-07,"William Optics UWAN 28mm",188
"2929",2017-12-07,"1.25"" Terrestrial Viewing Porroprism",120
"2930",2017-12-07,"Meade Research Grade 20mm WA - BOX ONLY",149
"2931",2017-12-07,"Meade 14mm UWA",391
"2932",2017-12-07,"Wanted: Explore Scientific 40mm",89
"2933",2017-12-07,"UO Konig Set - 24mm, 16mm, 12mm",288
"2934",2017-12-07,"9 mm & 25 mm Plossl - 1.25"" Astrola",106
"2935",2017-12-07,"Celestron 2x's Barlow (1 1/4)",94
"2936",2017-12-07,"High Point 20mm SuperView EP",162
"2937",2017-12-06,"[Reduced] Denkmeier L-O-A 3D 21mm eyepieces pair",160
"2938",2017-12-06,"25mm and 10mm plossl eyepieces",192
"2939",2017-12-06,"Orion Expanse Clone - 15mm 66 degree AFOV",186
"2940",2017-12-06,"Meade 4000 Series 1st. Gen. Japan Ultra Wide Angle 6.7mm.",278
"2941",2017-12-06,"Meade 4000 Series 1st Gen. Japan Super Plossl 20mm.( Pending )",202
"2942",2017-12-06,"Russell 65mm Super-Plossl XL $40",82
"2943",2017-12-06,"8mm Agena StarGuider ED(Like New)",170
"2944",2017-12-06,"1.25"" 15.5mm Kellner Eyepiece (NEW)",162
"2945",2017-12-05,"38-42mm wide eyepiece (Orion Q70, Agena SWA, etc.)",105
"2946",2017-12-05,"Televue 12mm Nagler type 4 $235 shipped",201
"2947",2017-12-05,"Edmund RKE EP - 8mm - ALL SOLD",450
"2948",2017-12-05,"Edmund Scientific 21.5mm RKE",169
"2949",2017-12-05,"Pentax XW 20",140
"2950",2017-12-05,"WANTED: Televue Dioptrx .75",149
"2951",2017-12-05,".965"" 9mm Konig DLX WA Focusing Eyepiece 55 Deg AFOV",188
"2952",2017-12-05,"Smart Astronomy Sterling Plossl Sets",194
"2953",2017-12-05,"Televue Paracorr Type 1 Visual PVL-2008",164
"2954",2017-12-05,"ES 28MM 68* Series",172
"2955",2017-12-04,"Televue Nagler 31mm Type 5",397
"2956",2017-12-04,"Skyrover 35mm ED eps 68 degree(TS Paragon)",209
"2957",2017-12-04,"TeleVue circle-NJ Plossls excellent",454
"2958",2017-12-04,"Meade eyepieces : 40, 32, 26, 20, 15, 12.4, 9.7 & 6.4 mm Super Plossl",579
"2959",2017-12-04,"Celestron 45mm Silvertop - Japan",194
"2960",2017-12-04,"Celestron Luminos 7mm 82 Degree Eyepiece",112
"2961",2017-12-04,"Celestron Luminos 10 mm 82 Degree Eyepiece",108
"2962",2017-12-04,"Celestron Luminos 23mm 82 Degree Eyepiece",127
"2963",2017-12-03,"Price reduced- TS XWA 5mm 110 degree eyepiece",176
"2964",2017-12-03,"Meade 20mm super Plossl",89
"2965",2017-12-03,"Meade Series 5000 6.7 mm Ultra Wide 82* eyepiece",99
"2966",2017-12-03,"TeleVue 15mm Wide Field",256
"2967",2017-12-03,"6 Explore Scientific 68-82° Eyepieces",590
"2968",2017-12-03,"Pentax XL 14 mm eyepiece",167
"2969",2017-12-03,"Televue Radian 5 mm eyepiece",143
"2970",2017-12-03,"Emund 28.7 mm RKE",96
"2971",2017-12-02,"Takahashi 4mm Hi-Ortho",176
"2972",2017-12-02,"Orion 2"" 28mm MegaView (AKA William Optics UWAN)",215
"2973",2017-12-02,"For sale - Vintage Brandon Eyepiece and Barlow Set",517
"2974",2017-12-02,"Edmund RKE 28mm",136
"2975",2017-12-02,"U.O. 25mm or 18mm ortho volcano top with green lettering",91
"2976",2017-12-02,"PENTAX SMC O-18 Ortho 18mm Eyepiece pair---Reduced",246
"2977",2017-12-02,"UO 1.25"" 12mm Kellner Eyepiece - Circle A - Japan",162
"2978",2017-12-01,"Orion 1.25"" eyepiece, barlow, and moon filter very clean",191
"2979",2017-12-01,"Questar Eyepiece needed",97
"2980",2017-12-01,"Orion DeepView multi coated 28mm 2"" widefield eyepiece",165
"2981",2017-12-01,"Pentax IR-E6 6mm Illuminated Reticle Eyepiece",121
"2982",2017-12-01,"Grab-N-Go Eyepiece Case Inlaid with Orion",302
"2983",2017-12-01,"Meade 2"" 24mm UWA 82 deg EP with bolt case",189
"2984",2017-12-01,"Orion DeepView 28 mm 2"" EP",124
"2985",2017-12-01,"Future Optics 12.5mm illuminated reticle eyepiece",86
"2986",2017-12-01,"Orion 28mm DeepView",146
"2987",2017-12-01,"Zhumell Eyepiece Kit",153
"2988",2017-11-30,"TAL 24mm UWA 80-degree 2"" Eyepiece--Made in Russia",274
"2989",2017-11-30,"Pentax 20mm XW",201
"2990",2017-11-30,"Agena SWA 26mm 70° 2”",138
"2991",2017-11-30,"Agena SWA 32mm 70° 2”",150
"2992",2017-11-30,"Televue 2” 32 mm Widefield Eyepiece",238
"2993",2017-11-30,"Televue 2” 55 mm Plossl Eyepiece",196
"2994",2017-11-30,"TeleVue Ethos 13mm",44
"2995",2017-11-30,"Celestron 26mm 1.25-inch Plossl Eyepiece",89
"2996",2017-11-30,"University Optics 16mm Konig-ll",155
"2997",2017-11-30,"Tele Vue 26mm Nagler Type 5",239
"2998",2017-11-30,"Pentax XW 10mm Eyepiece - Barrel Ding",335
"2999",2017-11-30,"Celestron Omni 15mm 1.25"" Eyepiece",178
"3000",2017-11-29,"25mm .965"" Ortho Circle T - New in Box",107
"3001",2017-11-29,"Catseye 2"" Infinity XLKP 2 Pupil Autocollimator",126
"3002",2017-11-29,"Meade 4000 Series 1st. Gen. Japan Super Wide Angle 13.8mm.",224
"3003",2017-11-29,"Meade 4000 Series Super Plossl Japan 1st Gen. 15mm.- Mint!",170
"3004",2017-11-29,"Pentax XW 5mm [ Free Shipping]",135
"3005",2017-11-29,"Meade 1.25"" Vintage Research Grade 20mm WA Eyepiece",166
"3006",2017-11-29,"GSO SV 50mm",137
"3007",2017-11-29,"Near Mint University Optics ""Zebra Stripe"" 2.8X Klee Barlow Lens",580
"3008",2017-11-29,"Cheap Meade MA eypieces and HEQ5 Mount (mount sold)",259
"3009",2017-11-28,"Russell Optics 19mm Super-wide Konig, 2-inch",174
"3010",2017-11-28,"Celestron 1.25 eyepiece and filter set #94303",157
"3011",2017-11-28,"Celestron 93230 1.25 8 to 24mm Zoom Eyepiece",155
"3012",2017-11-28,"William Optic 2"" Eye Pieces Swan 25mm and 33mm",257
"3013",2017-11-28,"Vixen .965"" Diagonal & Visual Back & K20mm Vixen Eyepiece",153
"3014",2017-11-28,"Illuminated Reticle Eyepiece - 1.25"" Rigel Pulseguide with 12.5mm",171
"3015",2017-11-28,"9mm 66-degree Ultra-Wide Eyepiece (Orion Expanse clone)",228
"3016",2017-11-28,"Vixen 22mm LVW",174
"3017",2017-11-27,"Explore Scientific 20mm 100 degree",214
"3018",2017-11-27,"CELESTRON 10mm Halloween Plossl",163
"3019",2017-11-27,"CELESTRON Ultima SV 2X Barlow w/ Box",146
"3020",2017-11-27,"Orion 5123 1.25-Inch Telescope Eyepiece Extension",187
"3021",2017-11-27,"Pentax 10mm XW",207
"3022",2017-11-27,"Agena Starguider Dual ED 8mm",204
"3023",2017-11-27,"Televue 40mm Plossl",169
"3024",2017-11-27,"Orion/Vixen LVW 13mm/17mm/22mm",376
"3025",2017-11-27,"Explore Scientific 34mm Like New",318
"3026",2017-11-27,"0.965"" to 1.25"" Adapter",85
"3027",2017-11-27,"University Optics 1.25"" 12mm Konig Eyepiece - Made in Japan",437
"3028",2017-11-27,"Need 1.25"" Unitron 25mm Eyepiece",210
"3029",2017-11-27,"Astrozap Dew Shield for Celestron Nexstar 8 SE",275
"3030",2017-11-27,"Orion Stratus 17mm 1.25/2"" Eyepiece",136
"3031",2017-11-27,"Televue Delos Eyepiece 17.3 mm",137
"3032",2017-11-26,"Explore Scientific 68° 24mm",180
"3033",2017-11-26,"Agenaastro eyepieces +moon filter",213
"3034",2017-11-26,"T.V. Nagler 16mm type 5",211
"3035",2017-11-26,"Unitron & Polarex 1950’s 4mm .965” Gold Lettering 1 ea.",341
"3036",2017-11-26,"Explore Scientific 4.7 mm",309
"3037",2017-11-25,"Televue 10mm Delos",98
"3038",2017-11-25,"Circle-T 18mm 1.25"" Ortho Eyepiece - Made in Japan",204
"3039",2017-11-25,"Explore Scientific 1.25"" 2x Focal Extender",134
"3040",2017-11-25,"Meade 1.25"" 82-degree 14mm Waterproof Eyepiece",186
"3041",2017-11-25,"B&L / Criterion A.S.P. 30mm 1.25"" Eyepiece",114
"3042",2017-11-25,"Orion Q70 38mm 26mm",341
"3043",2017-11-25,"Edscorp 12.5mm VT Ortho",232
"3044",2017-11-24,"Sky-Watcher LET 2"" 35mm Eyepiece",193
"3045",2017-11-24,"Russell Optics 2” 16.8mm Super-Wide Konig",193
"3046",2017-11-24,"Meade Series 5000 5-element 2"" 32mm Plossl",270
"3047",2017-11-24,"25mm Plossl ready for Outreach",134
"3048",2017-11-24,"Agena Enhanced Wide Angle EWA 20mm Eyepiece !!!",208
"3049",2017-11-24,"WANTED 40 mm TeleVue 1 1/4 Plossl - any model",80
"3050",2017-11-24,"Hyperion 17mm Modular Eyepiece",150
"3051",2017-11-24,"40mm Televue Plossls",268
"3052",2017-11-24,"32mm Flat Top Brandon Vernonscope 1.25"" Eyepieces",223
"3053",2017-11-24,"Meade 4000 Super Plossl LP 26mm Japan. Free ship",227
"3054",2017-11-24,"TV Nagler 20mm Type 5",131
"3055",2017-11-24,"2"" Televue Paracorr, original version, non adjustable top",230
"3056",2017-11-24,"Eyepiece collectors: Meade 32mm SWA 2"" BNIB",305
"3057",2017-11-24,"Eyepieces galore",639
"3058",2017-11-24,"Explore Scientific 2"" 100° Nitrogen-Purged Waterproof Eyepiece - 20mm",323
"3059",2017-11-24,"Clave 25 MM Plossl",164
"3060",2017-11-24,"WANTED!!!  Questar 24mm Brandon Eyepiece",58
"3061",2017-11-23,"Wanted -- Baader Hyperion Universal Zoom Mark III or IV",80
"3062",2017-11-23,"Meade series 4000 8.8MM UWA EYEPIECE Wanted",184
"3063",2017-11-23,"ONE SOLD - Bausch & Lomb 30mm ASP Eyepieces - $30 ea Shipped",201
"3064",2017-11-23,"Volcano Top Celestron 40mm 1.25"" Kellner Eyepiece",165
"3065",2017-11-23,"Televue Radian 8 mm eyepiece",125
"3066",2017-11-23,"Televue Radian 10 mm eyepiece",130
"3067",2017-11-23,"Televue Nagler 16mm type 5 eyepiece",153
"3068",2017-11-23,"Unitron eyepiece box, orthos, and astro camera tubes",448
"3069",2017-11-23,"Televue Nagler 7mm Type 6",352
"3070",2017-11-22,"WANTED - Nagler 13mm type 6",70
"3071",2017-11-22,"Vixen SLV 6mm & 15mm",264
"3072",2017-11-22,"Meade Series 4000 Eyepiece + Filter Set W/Case",235
"3073",2017-11-22,"Like new Meade MWA 1.25” 10mm eyepiece",267
"3074",2017-11-22,"William Optics XWA 20mm eyepiece",305
"3075",2017-11-22,"Ethos 13mm (Free Insured Shipping)",176
"3076",2017-11-22,"ES 18mm 2"" 82 Degree w/ Box and Caps Eyepiece",212
"3077",2017-11-22,"1.25"" Astromania 9mm and 6mm Planetary EPs",103
"3078",2017-11-21,"ES 20mm 100",223
"3079",2017-11-21,"32mm E.F.L. 2 inch Vernonscope Eyepiece - $110 Shipped",197
"3080",2017-11-21,"TeleVue 40mm Widefield 2 inch Eyepiece - $125 Shipped",399
"3081",2017-11-21,"Binocular Eyepieces",230
"3082",2017-11-21,"Celestron Axiom 31 mm 82* FOV",117
"3083",2017-11-21,"APM 15mm UFF Pair - $195 Shipped",210
"3084",2017-11-21,"Vintage Celestron 26mm Eyepiece (Japan Made)",163
"3085",2017-11-21,"Orion 7.2-21.5mm Zoom",467
"3086",2017-11-21,"Two Meade 13.7mm WA MC 1.25"" eyepieces",174
"3087",2017-11-21,".965 to 1.25 eyepiece adapter",113
"3088",2017-11-21,"10mm Ethos excellent condition w/ box & caps",181
"3089",2017-11-21,"Orion 26mm Highlight Plossl Eyepiece",85
"3090",2017-11-21,"Tele Vue Plossl EP's 8 & 11 MM",264
"3091",2017-11-21,"Televue 19mm Wide Field eyepiece 1.25""",179
"3092",2017-11-21,"24mm Televue Wide Field 1.25"" eyepiece - Lower Price!",280
"3093",2017-11-21,"WANTED ! PENTAX XW30mm EP in perfect condition",95
"3094",2017-11-21,"TMB 7mm Planetary + 2x Deluxe Barlow",118
"3095",2017-11-21,"TeleVue 4mm Radian - Reduced",320
"3096",2017-11-20,"EDSCORP 18mm Ortho",228
"3097",2017-11-20,"Meade Telescope MA12mm ILLUMINATED RETICLE EYEPIECE - Made in Japan, NICE!",137
"3098",2017-11-20,"REDUCED.  10mm Celestron Luminos 1.25""   82*fov",203
"3099",2017-11-20,"Meade JAPAN 15mm Super Plossl",136
"3100",2017-11-20,"Orion 20mm Highlight Plossl 08916",109
"3101",2017-11-20,"Like new Meade MWA 2” 15mm eyepiece",166
"3102",2017-11-20,"Vortex Razor HD 20-60x Zoom Eyepiece For Spotting Scope",174
"3103",2017-11-20,"Ortho 1.25"" eyepiece",90
"3104",2017-11-19,"Coronado CEMAX Eyepiece Set",187
"3105",2017-11-19,"Astro-Tech Paradigm 8mm",180
"3106",2017-11-19,"Astro-Tech Paradigm 12mm",164
"3107",2017-11-19,"Televue 2” 27 mm Panoptic Eyepiece",258
"3108",2017-11-19,"Televue 1.25” 24 mm Panoptic Eyepiece",225
"3109",2017-11-19,"Explore Scientific 82° 30mm Eyepiece",196
"3110",2017-11-19,"Pair of Nikon 15x-45x zoom eyepieces",203
"3111",2017-11-19,"Tele Vue 17 mm Plossl",87
"3112",2017-11-19,"Questar Brandon 24mm Eyepiece",152
"3113",2017-11-19,"Orion 25mm Ultrascopic",153
"3114",2017-11-18,"Vintage UO 12.5 mm Circle A VT Ortho",94
"3115",2017-11-18,"Looking for Explore Scientific 82 8.8mm",95
"3116",2017-11-18,"Kellner Eyepieces",374
"3117",2017-11-18,"Brandon Orthos and Dankin Barlow Eyepieces",362
"3118",2017-11-18,"Edmund scientific 32mm EFL 2"" Erfle eyepiece",184
"3119",2017-11-18,"Baader Hyperion Zoom Mark III",177
"3120",2017-11-18,"Brandon 48mm eyepiece",206
"3121",2017-11-18,"Celestron 40mm Plossl Eyepiece (1.25"") (Sale or Trade)",123
"3122",2017-11-18,"30mm ES82 Eyepiece",179
"3123",2017-11-18,"Budget 2"" Eyepieces, Good Stater Set",319
"3124",2017-11-18,"Pentax 2.5mm XO Eyepiece",215
"3125",2017-11-17,"Denkemier D21 Eyepiece pair",195
"3126",2017-11-17,"Tele Vue 9mm Nagler Type 6 - 9T6",132
"3127",2017-11-17,"Celestron Micro Guide 12.5mm Illuminated 1.25""",104
"3128",2017-11-17,"Vintage 1.25"" Spotting Scope Eyepieces",141
"3129",2017-11-17,"Two 1.25"" Barlows",110
"3130",2017-11-17,"Volcano Top Celestron 1.25"" Eyepieces For Sale",289
"3131",2017-11-17,"1.25"" Eyepiece Collection",487
"3132",2017-11-17,"Volcano Top Circle T 1.25 Ortho Eyepieces For Sale",468
"3133",2017-11-17,"Classic Brandon Orthoscopic Eyepieces",445
"3134",2017-11-17,"Meade Series 5000 24mm SWA eyepiece",189
"3135",2017-11-16,"Tectron Autocollimator",113
"3136",2017-11-16,"Orion Ultrascopic 7.5mm",96
"3137",2017-11-16,"Televue 16mm Nagler T5",237
"3138",2017-11-16,"Televue 16mm Nagler T5 (1 of 2)",108
"3139",2017-11-16,"Vintage Circle T 20MM Erfle. Japan.",244
"3140",2017-11-16,"30mm ES 82",222
"3141",2017-11-16,"Complete Ethos Set",520
"3142",2017-11-16,".965 Accessories",181
"3143",2017-11-15,".965"" Eyepieces and Moon Filters",191
"3144",2017-11-15,"Bausch and Lomb Criterion ASP 18 1.25"" eyepiece",124
"3145",2017-11-15,"Baisch and Lomb Criterion ASP 30 1.25"" Eyepiece",126
"3146",2017-11-15,"Seeking 1.25"" FULLERSCOPES Eyepieces",100
"3147",2017-11-15,"Ethos 21mm & Ethos 10mm",451
"3148",2017-11-15,"LUNT SOLAR 7.2MM - 21.5MM ZOOM EYEPIECE - 1.25""",164
"3149",2017-11-15,"Meade plossls  32mm, 15mm (Japan), 9.7mm",161
"3150",2017-11-15,"Agena StarGuider ED 25mm Eyepiece !!!",222
"3151",2017-11-15,"32mm TeleVue Plossl",247
"3152",2017-11-14,"25mm Super Plossl",111
"3153",2017-11-14,"PENTAX 5mm XW eyepiece - $245",269
"3154",2017-11-14,"Baader ortho, genuine or classic.",89
"3155",2017-11-14,"Tele Vue 32mm Plossl JAPAN",109
"3156",2017-11-14,"Televue 6mm Ethos",173
"3157",2017-11-14,"Televue 10mm Ethos",193
"3158",2017-11-14,"Televue 17mm Ethos",160
"3159",2017-11-14,"Meade Series 5000 SWA Eyepiece 20mm",299
"3160",2017-11-14,"Celestron X-Cel LX 25mm/12mm",159
"3161",2017-11-13,"Parks Optical Gold Series 15mm Plossl 1.25 inches",197
"3162",2017-11-13,"Nagler T6 9mm",191
"3163",2017-11-13,"Celestron 26mm Plossl Silver Top - REDUCED",202
